"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary and secondary education (%)","Ratio of girls to boys in primary and secondary education is the percentage of girls to boys enrolled at primary and secondary levels in public and private schools.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
