"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.PRSL.FE.ZS","Persistence to last grade of primary, female (% of cohort)","Survival rate to last grade of primary. Female is the share of female children enrolled in the first grade of primary school who eventually reach the last grade of primary. The estimate is calculated on the basis of the reconstructed cohort method, which uses data on enrolment and repeaters for two consecutive years.","UNESCO Institute for Statistics",
